1111101|75936401
1111102|17579116
1111103|45925392
1111201|242779
1111202|59704
1111203|162501
1112101|54765437
1112102|15989848
1112103|189082890
1112201|37750
1112202|7244
1112203|37775
1113101|207
1113102|33
1121101|72950248
1121102|12579913
1121103|32502650
1121201|739814
1121202|204383
1121203|142416
1122101|35357646
1122102|22963202
1122103|506615945
1122201|805115
1122202|451024
1122203|761585
1123101|56226
1123102|30273
1123103|38400
1123201|358
1123202|49
1123203|601
1131101|56621336
1131102|18093197
1131103|25193937
1131201|23833069
1131202|4906501
1131203|5147098
1132101|17970988
1132102|23335501
1132103|111728772
1132201|6039700
1132202|1972889
1132203|2335391
1133101|914341
1133102|749151
1133103|397237
1133201|41196
1133202|6014
1133203|6052
1151101|1995156
1151102|467239
1151103|461706
1151201|10442
1151202|1893
1151203|1427
1152101|2154252
1152102|2548118
1152103|9577652
1152201|17007
1152202|7274
1152203|5951
1153101|2275
1153102|384
1153103|36
1211101|176535494
1211102|10332303
1211103|8608988
1211201|353799
1211202|38363
1211203|31208
1212101|189083520
1212102|61242804
1212103|66309143
1212201|210743
1212202|38392
1212203|53968
1213101|117012
1213102|34
1213103|2
1221101|175812962
1221102|29502178
1221103|25689474
1221201|2148931
1221202|323414
1221203|279994
1222101|52985378
1222102|33401520
1222103|107270562
1222201|1131185
1222202|429199
1222203|513769
1223101|603395
1223102|266146
1223103|175456
1223201|1706
1223202|1054
1231101|51870128
1231102|14764883
1231103|5445548
1231201|3156229
1231202|530966
1231203|350776
1232101|21071396
1232102|19996993
1232103|30379638
1232201|1196825
1232202|440433
1232203|295795
1233101|5696808
1233102|6324216
1233103|2013087
1233201|202296
1233202|87680
1233203|64212
1251101|2959
1251102|648
1251103|6895
1252101|667
1252102|899
1252103|15524
1311101|209942359
1311102|5409475
1311103|1016004
1311201|142659
1311202|12814
1311203|20
1312101|85869084
1312102|12757000
1312103|5626336
1312201|352879
1312202|77748
1312203|10
1313101|67347
1313102|21
1313103|8
1321101|65941363
1321102|3755880
1321103|776192
1321201|451919
1321202|12214
1321203|1098
1322101|55289502
1322102|11106006
1322103|4500839
1322201|296360
1322202|43513
1322203|5278
1323101|67679
1323102|33284
1323103|16389
1323201|62
1323202|27
1331101|20331457
1331102|2779847
1331103|837649
